,Reaction,Original Flux,Tissue-specific Flux,Difference
4940,IBUP_SCONJhep,0.0,0.0,0.0
4941,IBUP_SCYP1hep,0.0,0.0,0.0
4942,EX_lstn_e,0.0,0.0,0.0
4943,EX_lstnm1_e,0.0,0.0,0.0
4944,IBUP_SCYP2hep,0.0,0.0,0.0
4945,3DHLCAabc,0.0,0.0,0.0
4946,IBUP_SCYPCARhep,0.0,0.0,0.0
4947,IBUP_Stbc,0.0,0.0,0.0
4948,ISOLVSTAChep,0.0,0.0,0.0
4949,ISOLVSTtbc,0.0,0.0,0.0
4950,LST4EXPTDhc,0.0,0.0,0.0
4951,LST4EXPthc,0.0,0.0,0.0
4952,LSTN1GLUCtev,0.0,0.0,0.0
4953,LSTNtu,0.0,0.0,0.0
4954,LSTNM1hr,0.0,0.0,0.0
4955,LSTNM1tev,0.0,0.0,0.0
4956,PVStep,-203.51516991302142,-645.6693857880505,442.1542158750291
4957,RSVATPtu,0.0,0.0,0.0
4958,RSVLAChv,0.0,0.0,0.0
4959,LSTNM2hr,0.0,0.0,0.0
4960,LSTNM2tev,0.0,0.0,0.0
4961,RSVSPONhc,0.0,0.0,0.0
4962,RSVhc,0.0,0.0,0.0
4963,LSTNM4hr,0.0,0.0,0.0
4964,LSTNM4tev,0.0,0.0,0.0
4965,RSVtu,0.0,0.0,0.0
4966,S3MEACMPhc,0.0,0.0,0.0
4967,LSTNM5hr,0.0,0.0,0.0
4968,S3MEACMPtev,0.0,0.0,0.0
4969,LSTNM5tev,0.0,0.0,0.0
4970,SMVACIDhep,0.0,0.0,0.0
4971,LSTNM7thc,0.0,0.0,0.0
4972,SMVtu,0.0,0.0,0.0
4973,LSTNRATt,0.0,0.0,0.0
4974,3DHLCAS,0.0,0.0,0.0
4975,LVACLAChep,0.0,0.0,0.0
4976,LVSTACIDhep,0.0,0.0,0.0
4977,SMVLAChep,0.0,0.0,0.0
4978,SMVtv,0.0,0.0,0.0
4979,SULPACMPtev,0.0,0.0,0.0
4980,THRFVStev,0.0,0.0,0.0
4981,TLACFVStev,0.0,0.0,0.0
4982,TMDM1OATt,0.0,0.0,0.0
4983,TMDM1hr,0.0,0.0,0.0
4984,TMDM3OATt,0.0,0.0,0.0
4985,LVSTACOXD6MEhep,0.0,0.0,0.0
4986,LVSTOXD3Hhep,0.0,0.0,0.0
4987,LVSTOXD6Hhep,0.0,0.0,0.0
4988,MDZtu,0.0,0.0,0.0
4989,MERACMPthc,0.0,0.0,0.0
4990,MHGLZhr,0.0,0.0,0.0
4991,NDERSVhc,0.0,0.0,0.0
4992,NFDDMEThr,0.0,0.0,0.0
4993,TMDM5OATt,0.0,0.0,0.0
4994,TMDOATtev,0.0,0.0,0.0
4995,TMDtd,0.0,0.0,0.0
4996,TRIPVShc,0.0,0.0,0.0
4997,TRIPVSteb,0.0,0.0,0.0
4998,TSACGLUCtev,0.0,0.0,0.0
4999,NFDNPYtep,0.0,0.0,0.0
5000,NFDOHtep,0.0,0.0,0.0
5001,NFDOXDhc,0.0,0.0,0.0
5002,NFDtd,0.0,0.0,0.0
5003,13HTACRitr,0.0,0.0,0.0
5004,OXYP1CONJ,0.0,0.0,0.0
5005,6AHGLZitr,0.0,0.0,0.0
5006,OXYP2CONJ,0.0,0.0,0.0
5007,OXYPR1tehv,0.0,0.0,0.0
5008,PROFVStev,0.0,0.0,0.0
5009,PTVSTATPtu,0.0,0.0,0.0
5010,PTVSTM13hr,0.0,0.0,0.0
5011,PTVSTtep,0.0,0.0,0.0
5012,PVSGLUCtev,0.0,0.0,0.0
5013,H2O2ter,0.0,0.0,0.0
5014,1HIBUP_Sitr,0.0,0.0,0.0
5015,2HIBUP_Sitr,0.0,0.0,0.0
5016,2HIBUPGLUC_Sitr,0.0,0.0,0.0
5017,PAPSitr,0.0,0.0,0.0
5018,6BHGLZGLCitr,0.0,0.0,0.0
5019,SMVitr,0.0,0.0,0.0
5020,6BHGLZitr,0.0,0.0,0.0
5021,3HIBUPGLUC_Sitr,0.0,0.0,0.0
5022,3HPVSitr,0.0,0.0,0.0
5023,3HPVSTETCOAitm,0.0,0.0,0.0
5024,3HPVSTETCOAitx,0.0,0.0,0.0
5025,7BHGLZitr,0.0,0.0,0.0
5026,MHGLZitr,0.0,0.0,0.0
5027,3ISPVSitr,0.0,0.0,0.0
5028,3HIBUP_Sitr,0.0,0.0,0.0
5029,6CSMVitr,0.0,0.0,0.0
5030,FVSitr,0.0,0.0,0.0
5031,3MEACMPitr,0.0,0.0,0.0
5032,3OHACMPitr,0.0,0.0,0.0
5033,AM9CSAitr,0.0,0.0,0.0
5034,4HATVACIDitr,0.0,0.0,0.0
5035,6HLVSTitr,0.0,0.0,0.0
5036,4OHMDZitr,0.0,0.0,0.0
5037,2HATVACIDitr,0.0,0.0,0.0
5038,EX_caproic_e,0.0,0.0,0.0
5039,56EPPVSitr,0.0,0.0,0.0
5040,6HLVSTACIDitr,0.0,0.0,0.0
5041,1A25HVITD2t,0.0,0.0,0.0
5042,EX_1a25dhvitd2_e,0.0,0.0,0.0
5043,6HMSMVitr,0.0,0.0,0.0
5044,EX_M00234_e,0.0,0.0,0.0
5045,EX_M01807_e,0.0,0.0,0.0
5046,6MELVACIDitr,0.0,0.0,0.0
5047,EX_M00503_e,0.0,0.0,0.0
5048,EX_M02837_e,0.0,0.0,0.0
5049,EX_M01820_e,0.0,0.0,0.0
5050,6MELVSTitr,0.0,0.0,0.0
5051,EX_M00510_e,0.0,0.0,0.0
5052,EX_M00008_e,0.0,0.561856325492689,-0.561856325492689
5053,EX_gpi_sig_e,0.0,0.0,0.0
5054,EX_kdn_e,0.0,0.0,0.0
5055,EX_m3gacpail_prot_hs_e,0.0,0.0,0.0
5056,EX_dolichol__L_e,0.0,0.0,0.0
5057,SK_his__L_c,0.0,0.0,0.0
5058,SK_lys__L_c,-634.8304485403693,0.0,-634.8304485403693
5059,EX_M00019_e,0.0,-1.2541004450095359,1.2541004450095359
5060,EX_M00115_e,0.0,0.05486331849968215,-0.05486331849968215
5061,EX_M00117_e,0.0,-0.08054672600127144,0.08054672600127144
5062,EX_M00315_e,0.0,0.05486331849968215,-0.05486331849968215
5063,EX_M00341_e,0.0,0.05486331849968215,-0.05486331849968215
5064,EX_M01197_e,0.0,-1.931150667514304,1.931150667514304
5065,EX_M01235_e,0.0,-0.3513668150031786,0.3513668150031786
5066,SK_thr__L_c,0.0,0.0,0.0
5067,SK_val__L_c,-249.87685489736288,0.0,-249.87685489736288
5068,SK_ala__L_c,-1000.0,641.685618270175,-1641.685618270175
5069,EX_M01238_e,0.0,-1.570057215511761,1.570057215511761
5070,SK_arg__L_c,-1000.0,0.0,-1000.0
5071,6OHFVSitr,0.0,0.0,0.0
5072,SK_asn__L_c,0.0,0.0,0.0
5073,SK_pro__L_c,0.0,0.0,0.0
5074,EX_M01582_e,0.0,0.05486331849968215,-0.05486331849968215
5075,EX_M02053_e,0.0,0.05486331849968215,-0.05486331849968215
5076,EX_M02457_e,0.0,0.45486331849968226,-0.45486331849968226
5077,EX_M02745_e,0.0,0.05486331849968215,-0.05486331849968215
5078,SK_tyr__L_c,0.0,0.0,0.0
5079,DM_CE5026_c,0.0,0.0,0.0
5080,DM_CE1562_c,0.0,0.0,0.0
5081,7AHGLZitr,0.0,0.0,0.0
5082,DM_ind56qn_c,0.0,0.0,0.0
5083,DM_CE5025_c,0.0,0.0,0.0
5084,DM_CE4888_c,0.0,0.0,0.0
5085,7BHGLZGLCitr,0.0,0.0,0.0
5086,DM_4abut_c,1000.0,0.0,1000.0
5087,DM_srtn_c,0.0,0.0,0.0
5088,DM_adrnl_c,0.0,0.0,0.0
5089,EX_M02560_e,0.0,-1000.0,1000.0
5090,EX_C01601_e,0.0,0.0,0.0
5091,EX_M02108_e,0.0,0.0,0.0
5092,DM_nrpphr_c,0.0,0.0,0.0
5093,EX_M03134_e,0.0,0.0,0.0
5094,DM_tym_c,0.0,0.0,0.0
5095,DM_Lkynr_c,0.0,0.0,0.0
5096,PROTEIN_BS,0.0,0.0,0.0
5097,EX_M01111_e,0.0,3.0268951667292894e-29,-3.0268951667292894e-29
5098,EX_h2co3_e,0.0,0.0,0.0
5099,EX_M01870_e,0.0,0.0,0.0
5100,EX_ditp_e,0.0,0.0,0.0
5101,EX_M02446_e,0.0,0.0,0.0
5102,EX_M02447_e,7.228400752011812,0.0,7.228400752011812
5103,EX_itacon_e,0.0,0.0,0.0
5104,7HPVSitr,0.0,0.0,0.0
5105,ACMPitr,0.0,0.0,0.0
5106,AM19CSitr,0.0,0.0,0.0
5107,AM1ACSitr,0.0,0.0,0.0
5108,AM1ALCSitr,0.0,0.0,0.0
5109,AM1CGLCitr,0.0,0.0,0.0
5110,CARIBUPGLU_Sitr,0.0,0.0,0.0
5111,CRVSM22itr,0.0,0.0,0.0
5112,CSAitr,0.0,0.0,0.0
5113,DEOXFVSitx,-999.9999999999999,-256.9450098005628,-743.054990199437
5114,FVSitx,999.9999999999999,256.94500980056284,743.054990199437
5115,GLC3MEACPitr,0.0,0.0,0.0
5116,GLZitr,0.0,0.0,0.0
5117,GTACMPitr,0.0,0.0,0.0
5118,IBUP_Ritr,0.0,0.0,0.0
5119,IBUP_Sitr,0.0,0.0,0.0
5120,LSTN1GLUCitr,0.0,0.0,0.0
5121,LSTNM1itr,0.0,0.0,0.0
5122,LSTNM2itr,0.0,0.0,0.0
5123,LSTNM5itr,0.0,0.0,0.0
5124,LSTNM7itr,0.0,0.0,0.0
5125,MDZitr,0.0,0.0,0.0
5126,MDZGLCitr,0.0,0.0,0.0
5127,NDERSVitr,0.0,0.0,0.0
5128,NFDOHitr,0.0,0.0,0.0
5129,PTVSTM13itr,0.0,0.0,0.0
5130,PVSGLUCitr,0.0,0.0,0.0
5131,TACRitr,0.0,0.0,0.0
5132,THSACMPitr,0.0,0.0,0.0
5133,TMACMPitr,0.0,0.0,0.0
5134,TMDitr,0.0,0.0,0.0
5135,TMDM3itr,0.0,0.0,0.0
5136,TSACMGLUCitr,0.0,0.0,0.0
5137,3HPVSCOAhc,0.0,0.0,0.0
5138,3HPVSTEThc,0.0,0.0,0.0
5139,1OHMDZitr,0.0,0.0,0.0
5140,25HVITD3tin_m,0.0,0.0,0.0
5141,4NPHSFte,0.0,0.0,0.0
5142,CO2tp,41.40526976160643,0.0,41.40526976160643
5143,COAtg,0.0,0.0,0.0
5144,EX_4pyrdx_e,0.0,0.0,0.0
5145,EX_5adtststeroneglc_e,0.0,0.0,0.0
5146,EX_5dhf_e,0.0,0.0,0.0
5147,EX_5homeprazole_e,0.0,0.0,0.0
5148,24_25VITD2Hm,0.0,0.0,0.0
5149,10FTHF5GLUtl,0.0,0.0,0.0
5150,10FTHF5GLUtm,0.0,0.0,0.0
5151,10FTHF6GLUtl,0.0,0.0,0.0
5152,10FTHF6GLUtm,0.0,0.0,0.0
5153,10FTHF7GLUtm,0.0,0.0,0.0
5154,10FTHFtl,0.0,0.0,0.0
5155,11DOCRTSLtm,0.0,0.0,0.0
5156,11DOCRTSTRNtm,0.0,0.0,0.0
5157,11DOCRTSTRNtr,0.0,0.0,0.0
5158,1a_24_25VITD2Hm,0.0,0.0,0.0
5159,1a_25VITD2Hm,0.0,0.0,0.0
5160,1MNCAMti,0.0,0.0,0.0
5161,1PPDCRp,0.0,0.0,0.0
5162,25VITD3Hm,0.0,0.0,0.0
5163,2DR1PP,0.0,0.0,0.0
5164,2HBO,-13.801756587202068,-653.9308201614199,640.1290635742179
5165,2HBt2,0.0,0.0,0.0
5166,2HCO3_NAt,0.0,0.0,0.0
5167,34DHOXPEGOX,0.0,0.0,0.0
5168,34DHOXPEGt,0.0,0.0,0.0
5169,34DHPHAMT,0.0,0.0,0.0
5170,34DHALDD,0.0,0.0,0.0
5171,34DHPLACOX_NADP,0.0,0.0,0.0
5172,34DHXMANDACOX_NADP,0.0,0.0,0.0
5173,34HPPOR,0.0,0.0,0.0
5174,35CGMPtn,0.0,0.0,0.0
5175,3AIBTm,0.0,0.0,0.0
5176,3DPHBH1,0.0,0.0,0.0
5177,3DPHBH2,0.0,0.0,0.0
5178,3DSPHR,0.0,0.0,0.0
5179,3HBCDm,0.0,0.0,0.0
5180,3HBCOAHLm,0.0,0.0,0.0
5181,3HKYNAKGAT,0.0,0.0,0.0
5182,3HLYTCL,0.0,0.0,0.0
5183,3M4HDXPAC,0.0,0.0,0.0
5184,3MLDAt,0.0,0.0,0.0
5185,3MOX4HOXPGALDOX,0.0,0.0,0.0
5186,3MOX4HOXPGALDOX_NADP,0.0,0.0,0.0
5187,3SALAASPm,0.0,0.0,0.0
5188,3SALACBOXL_cho,0.0,0.0,0.0
5189,3SALATAi,0.0,0.0,0.0
5190,3SALATAim,0.0,0.0,0.0
5191,3SPYRSP,0.0,0.0,0.0
5192,3SPYRSPm,0.0,0.0,0.0
5193,41R1H2MAE12BOOX,0.0,0.0,0.0
5194,41R2A1H12BOOX,0.0,0.0,0.0
5195,4ABUTtm,-1000.0,0.0,-1000.0
5196,4HGLSDm,0.0,0.0,0.0
5197,4MPTNLtm,0.0,0.0,0.0
5198,4MTOLBUTAMIDEte,0.0,0.0,0.0
5199,4NPHte,0.0,0.0,0.0
5200,5ADTSTSTERONEGLCte,0.0,0.0,0.0
5201,5ADTSTSTERONESte,1000.0000000000001,1000.0000000000001,0.0
5202,5ADTSTSTERONEtr,767.5705184295606,1000.0000000000001,-232.42948157043952
5203,5AOPtm,1000.0,1000.0,0.0
5204,5DHFtl,0.0,0.0,0.0
5205,5HLTDL,0.0,0.0,0.0
5206,5HOMEPRAZOLEte,0.0,0.0,0.0
5207,5HOXINDACTO2OX,0.0,0.0,0.0
5208,5HTRPVESSEC_1,0.0,0.0,0.0
5209,5MTHFt,0.0,999.9999999999997,-999.9999999999997
5210,5MTHFt2_1,-1.426972004499822e-14,-1000.0,1000.0
5211,6DHFtl,0.0,0.0,0.0
5212,6DHFtm,0.0,0.0,0.0
5213,6HTSTSTERONEte,0.0,0.0,0.0
5214,6HTSTSTERONEtr,0.0,0.0,0.0
5215,6THFtl,0.0,0.0,0.0
5216,6THFtm,0.0,0.0,0.0
5217,7DHFtl,0.0,0.0,0.0
5218,7THFtl,0.0,0.0,0.0
5219,7THFtm,0.0,0.0,0.0
5220,A_MANASEly,0.0,0.0,0.0
5221,A4GNT1g,0.0,0.0,0.0
5222,AACTOOR,0.0,0.0,0.0
5223,AASAD3m,986.198243412798,0.0,986.198243412798
5224,AATA,0.0,0.0,0.0
5225,ABO2g,0.0,0.0,0.0
5226,ABO3g,0.0,0.0,0.0
5227,ABO8g,0.0,0.0,0.0
5228,ABTD,0.0,361.41098933186964,-361.41098933186964
5229,ABUTt4_2_r,0.0,0.0,0.0
5230,ACACT1m,0.0,0.0,0.0
5231,ACACT1x,386.44918444165603,85.64833660018729,300.80084784146874
5232,ACACt2m,159.34755332496908,0.0,159.34755332496908
5233,ACACT4p,0.0,0.0,0.0
5234,ACACT6p,0.0,0.0,0.0
5235,ACACT7p,0.0,0.0,0.0
5236,ACACtx,-159.34755332496908,0.0,-159.34755332496908
5237,ACALDtm,0.0,0.0,0.0
5238,ACCOACrm,0.0,0.0,0.0
5239,ACCOAgt,0.0,0.0,0.0
5240,ACCOAtn,0.0,0.0,0.0
5241,ACETONEt2m,0.0,0.0,0.0
5242,ACGAGBSIDEtg,0.0,0.0,0.0
5243,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
5244,ACGALFUCGALACGALFUC12GAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
5245,ACGALFUCGALACGALFUCGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
5246,ACGALK,0.0,0.0,0.0
5247,ACGALK2,0.0,0.0,0.0
5248,ACGALtly,0.0,0.0,0.0
5249,ACGAM6PS,0.0,0.0,0.0
5250,ACGBGBSIDEtg,0.0,0.0,0.0
5251,ACGPID,0.0,0.0,0.0
5252,ACGSm,0.0,0.0,0.0
5253,ACHEe,0.0,0.0,0.0
5254,ACITL,0.0,0.0,0.0
5255,ACN13ACNGALGBSIDEte,0.0,0.0,0.0
5256,ACN23ACNGALGBSIDEte,0.0,0.0,0.0
5257,ACN23ACNGALGBSIDEtg,0.0,0.0,0.0
5258,ACNACNGAL14ACGLCGALGLUSIDEte,0.0,0.0,0.0
5259,ACNACNGALGBSIDEte,0.0,0.0,0.0
5260,ACNAM9PL,0.0,0.0,0.0
5261,ACNAM9PL2,0.0,0.0,0.0
5262,ACNAMPH,0.0,0.0,0.0
5263,ACNGALACGLCGAL14ACGLCGALGLUSIDEtg,0.0,0.0,0.0
5264,ACOAD1fm,0.0,0.0,0.0
5265,ACOAH,0.0,0.0,0.0
5266,ACOX22x,0.0,0.0,0.0
5267,ACOX2x,0.0,0.0,0.0
5268,ACRNtm,0.0,0.0,0.0
5269,ACSm,0.0,0.0,0.0
5270,ACt2m,-1000.0,0.0,-1000.0
5271,ACtg,0.0,0.0,0.0
5272,ACTLMO,160.13226764103095,0.0,160.13226764103095
5273,ACTNMO,0.0,0.0,0.0
5274,ADA,0.0,0.0,0.0
5275,ADAe,380.77231108869285,0.0,380.77231108869285
5276,ADCim,0.0,0.0,0.0
5277,ADK1m,0.0,0.0,0.0
5278,ADNCYC,0.0,0.0,0.0
5279,ADNK1m,0.0,0.0,0.0
5280,ADNt,0.0,0.0,0.0
5281,ADPtx,0.0,0.0,0.0
5282,ADRNCPT1,0.0,0.0,0.0
5283,ADRNCPT2,0.0,0.0,0.0
5284,ADRNLPVESSEC_1,0.0,0.0,0.0
5285,ADRNt,0.0,0.0,0.0
5286,ADSK,0.0,0.0,0.0
5287,ADSL1r,0.0,0.0,0.0
5288,AFLATOXINte,0.0,0.0,0.0
5289,AG13T17g,0.0,0.0,0.0
5290,AG13T1g,0.0,0.0,0.0
5291,AG13T3g,0.0,0.0,0.0
5292,AGPAT1_1,0.0,0.0,0.0
5293,AGTix,0.0,0.0,0.0
5294,AHANDROSTANGLCtr,0.0,0.0,0.0
5295,AHCYStr,880.1507373402899,346.0691798385808,534.0815575017091
5296,AHEXASEly,0.0,0.0,0.0
5297,AKGDm,1000.0,1000.0,0.0
5298,AKGtp,0.0,0.0,0.0
5299,AKR1C1,0.0,0.0,0.0
5300,AKR1D2,0.0,0.0,0.0
5301,ALAASNNaEx,0.0,0.0,0.0
5302,ALACYSNaEx,0.0,0.0,0.0
5303,ALADGLNexR,0.0,0.0,0.0
5304,ALADGLYexR,0.0,0.0,0.0
5305,ALAGLNexR,0.0,0.0,0.0
5306,ALAGLNNaEx,0.0,0.0,0.0
5307,ALAt4,0.0,0.0,0.0
5308,ALATA_L,-5.241507194602419,-1000.0,994.7584928053976
5309,ALAtN1,0.0,0.0,0.0
5310,LCARS,0.0,0.0,0.0
5311,ALCD22_L,0.0,0.0,0.0
5312,ALCD2x,0.0,0.0,0.0
5313,ALDD20x,0.0,0.0,0.0
5314,ALDD21,-8.556857381458734e-13,0.0,-8.556857381458734e-13
5315,ALOX12,0.0,0.0,0.0
5316,ALOX5,0.0,0.0,0.0
5317,ALOX52,0.0,0.0,0.0
5318,AMCOXO,0.0,0.0,0.0
5319,AMPTASECGe,0.0,0.0,0.0
5320,AMPtp,0.0,0.0,0.0
5321,AMY1e,0.0,0.0,0.0
5322,ANDRSTRNte,0.0,0.0,0.0
5323,AOBUTDsm,0.0,0.0,0.0
5324,APAT2rm,-490.03723933393616,0.0,-490.03723933393616
5325,APNNOXte,0.0,0.0,0.0
5326,APOCF,0.0,0.0,0.0
5327,APOC_LYS_BTNPm,0.0,0.0,0.0
5328,APPNNte,0.0,0.0,0.0
5329,AQCOBALt,0.0,0.0,0.0
5330,ARACHCOAtx,0.0,0.0,0.0
5331,ARACHCPT1,0.0,0.0,0.0
5332,ARACHCPT2,0.0,0.0,0.0
5333,ARACHCRNt,0.0,0.0,0.0
5334,ARACHDtr,0.0,0.0,0.0
5335,ARGNm,0.0,0.0,0.0
5336,ARGtm,0.0,0.0,0.0
5337,ARSA,0.0,0.0,0.0
5338,ARTCOAL1_cho,0.0,0.0,0.0
5339,ARTCOAL2_cho,0.0,0.0,0.0
5340,R_group_phosphotase_1,0.0,0.0,0.0
5341,ARTFR208,0.0,0.0,0.0
5342,ARTPLM3,0.0,0.0,0.0
5343,ARTPLM3m,0.0,0.0,0.0
5344,ASAH1,971.0863969919534,971.0863969919537,-3.410605131648481e-13
5345,ASCBt4,0.0,0.0,0.0
5346,ASNALANaEx,0.0,0.0,0.0
5347,ASNSERNaEx,0.0,0.0,0.0
5348,ASNTHRNaEx,0.0,0.0,0.0
5349,ASNtm,0.0,0.0,0.0
5350,ASNtN1,0.0,0.0,0.0
5351,ASPCT,0.0,0.0,0.0
5352,ASPDt6,0.0,0.0,0.0
5353,ATP2ter,0.0,0.0,0.0
5354,BILGLCURtr,0.0,0.0,0.0
5355,ATPH1e,0.0,0.0,0.0
5356,ATPH2e,0.0,0.0,0.0
5357,ATPtm,1000.0,1000.0,0.0
5358,B_MANNASEly,0.0,0.0,0.0
5359,B3GALT41g,0.0,0.0,0.0
5360,B3GALT43g,0.0,0.0,0.0
5361,B3GALT44g,0.0,0.0,0.0
5362,B3GALT5g,0.0,0.0,0.0
5363,B3GNT12g,0.0,0.0,0.0
5364,B3GNT311g,0.0,0.0,0.0
5365,B3GNT312g,0.0,0.0,0.0
5366,B3GNT313g,0.0,0.0,0.0
5367,B3GNT314g,0.0,0.0,0.0
5368,B3GNT32g,0.0,0.0,0.0
5369,B3GNT33g,0.0,0.0,0.0
5370,B3GNT35g,0.0,0.0,0.0
5371,B3GNT36g,0.0,0.0,0.0
5372,BAAT2x,0.0,0.0,0.0
5373,BAAT4x_cho,0.0,0.0,0.0
5374,BACCLm,0.0,0.0,0.0
5375,BALAtmr,-490.0372393339362,0.0,-490.0372393339362
5376,BAMPPALDOX,0.0,0.0,0.0
5377,BCDO,0.0,0.0,0.0
5378,BHBt,0.0,0.0,0.0
5379,BILDGLCURte,0.0,0.0,0.0
5380,BILDGLCURtr,0.0,0.0,0.0
5381,BILIRUBtr,0.0,0.0,0.0
5382,BIOCYTtn,0.0,0.0,0.0
5383,BMTer_U,0.0,0.0,0.0
5384,BPNT2,0.0,0.0,0.0
5385,BTND1,0.0,0.0,0.0
5386,BTND1n,0.0,0.0,0.0
5387,BTNDe,0.0,0.0,0.0
5388,BTNPLm,0.0,0.0,0.0
5389,BTNt2i,0.0,0.0,0.0
5390,BTNt4i,0.0,0.0,0.0
5391,BTNtn,0.0,0.0,0.0
5392,BUP2,0.0,0.0,0.0
5393,BUTt2m,0.0,0.0,0.0
5394,BZt,0.0,0.0,0.0
5395,C14STRr,0.0,0.0,0.0
5396,C161CPT22,-65.24466750313647,0.0,-65.24466750313647
5397,C180CPT2,0.0,0.0,0.0
5398,C180CRNt,0.0,0.0,0.0
5399,C181CPT2,-65.24466750313675,0.0,-65.24466750313675
5400,C204CRNt,0.0,0.0,0.0
5401,C3STDH1Pr,0.0,0.0,0.0
5402,C3STKR2r,0.0,0.0,0.0
5403,C4STMO2r,0.0,0.0,0.0
5404,CARVEOLte,0.0,0.0,0.0
5405,CAT2p,0.0,0.0,0.0
5406,CBL2OR,0.0,0.0,0.0
5407,CBPSam,0.0,0.0,0.0
5408,CBPter,1000.0,1000.0,0.0
5409,CDSm,0.0,0.0,0.0
5410,CEPTC,0.0,0.0,0.0
5411,CEPTE,0.0,0.0,0.0
5412,CERK,0.0,0.0,0.0
5413,CGLYt3_2,0.0,0.0,0.0
5414,CHAT,0.0,0.0,0.0
5415,CHLPCTD,0.0,0.0,0.0
5416,CHLtm,0.0,0.0,0.0
5417,CHOLATEt2,0.0,0.0,0.0
5418,CHOLATEt3,0.0,0.0,0.0
5419,CHOLPtg,0.0,0.0,0.0
5420,CHOLtg,8.26143437336845,0.0,8.26143437336845
5421,CHOLtu,0.0,0.0,0.0
5422,CHSTEROLSULT,0.0,0.0,0.0
5423,CHSTEROLt1,0.0,0.0,0.0
5424,CHSTEROLt2,14.457155828709055,0.0,14.457155828709055
5425,CHSTEROLtg,0.0,0.0,0.0
5426,CHTNASE,0.0,0.0,0.0
5427,CHTNASEe,0.0,0.0,0.0
5428,CITMCOAHm,0.0,0.0,0.0
5429,CITMCOALm,0.0,0.0,0.0
5430,CITtbm,1000.0,1000.0,0.0
5431,CKc_cho,0.0,0.0,0.0
5432,CLFORtex,0.0,0.0,0.0
5433,CLI2tex,0.0,0.0,0.0
5434,CLOHtex2_1,0.0,0.0,0.0
5435,CLPNDCPT2,0.0,0.0,0.0
5436,CLPNDCRNt,0.0,0.0,0.0
5437,CLS_hs,8.261434373368468,8.26143437336847,-1.7763568394002505e-15
5438,CMPACNAtg,0.0,0.0,0.0
5439,CMPSASn,0.0,0.0,0.0
5440,CO2ter,-999.9999999999999,-999.9999999999999,0.0
5441,COAtn,0.0,0.0,0.0
5442,COAtp,0.0,-174.2084401225382,174.2084401225382
5443,COAtr,0.0,0.0,0.0
5444,COQ5m,0.0,0.0,0.0
5445,CORE2GTg,0.0,0.0,0.0
5446,CORE4GTg,0.0,0.0,0.0
5447,CORE5GTg,0.0,0.0,0.0
5448,CORE8GTg,0.0,0.0,0.0
5449,COt,0.0,0.0,0.0
5450,COUCOAFm,0.0,0.0,0.0
5451,COUMARINte,0.0,0.0,0.0
5452,CRNtim,0.0,0.0,0.0
5453,CRNtx,8.880956564193959e-14,0.0,8.880956564193959e-14
5454,CRTSTRNt,0.0,0.0,0.0
5455,CRTSTRNtm,0.0,0.0,0.0
5456,CSBPASEly,0.0,0.0,0.0
5457,CSDPASEly,0.0,0.0,0.0
5458,CSm,0.0,0.0,0.0
5459,CSNATer,0.0,0.0,0.0
5460,CSNt,0.0,0.0,0.0
5461,CSPG_At,0.0,0.0,0.0
5462,CSPG_Bt,0.0,0.0,0.0
5463,CSPG_Btly,0.0,0.0,0.0
5464,CSPG_Et,0.0,0.0,0.0
5465,CSPG_Etly,0.0,0.0,0.0
5466,CYSGLNNaEx,0.0,0.0,0.0
5467,CYSGLTH,0.0,0.0,0.0
5468,CYSGLUexR,0.0,0.0,0.0
5469,CYSt4,0.0,0.0,0.0
5470,CYSTA,1000.0,458.0440850041156,541.9559149958844
5471,CYSTHRNaEx,0.0,0.0,0.0
5472,CYSTSERex,0.0,0.0,0.0
5473,CYTDK1,0.0,0.0,0.0
5474,CYTDK2m,0.0,0.0,0.0
5475,CYTDt4,0.0,0.0,0.0
5476,CYTDtm,0.0,0.0,0.0
5477,CYTDtn,0.0,0.0,0.0
5478,CYTK10,0.0,0.0,0.0
5479,CYTK10n,0.0,0.0,0.0
5480,CYTK11,1000.0,1000.0,0.0
5481,CYTK11n,0.0,0.0,0.0
5482,CYTK13,1000.0,1000.0,0.0
5483,CYTK14n,0.0,0.0,0.0
5484,CYTK1n,0.0,0.0,0.0
5485,CYTK3n,0.0,0.0,0.0
5486,CYTK4n,0.0,0.0,0.0
5487,CYTK2_1,972.3371631327147,0.0,972.3371631327147
5488,CYTK9,-990.3621323306512,-486.72230347336284,-503.63982885728836
5489,CYTK9n,0.0,0.0,0.0
5490,D_3AIBt,466.737601902161,261.4916977732967,205.24590412886425
5491,DADA,0.0,0.0,0.0
5492,DADAe,0.0,0.0,0.0
5493,DADNt4,-581.1732176598175,-581.1732176598147,-2.8421709430404007e-12
5494,DAGKn_hs,0.0,0.0,0.0
5495,DAGt,-1000.0,-1000.0,0.0
5496,DALAt2r,0.0,0.0,0.0
5497,DALAxt,0.0,0.0,0.0
5498,DASCBR_1,0.0,1000.0,-1000.0
5499,DCIm,0.0,0.0,0.0
5500,DCK2n,0.0,-990.3621323306515,990.3621323306515
